Taxon,Cluster_name
HEL_AA6034AA_AS,kondowug
HEL_AA6015AA_AS,ubidul
HEL_AA6014AA_AS,bejminu
HEL_AA5995AA_AS,gucvowej
HEL_AA5991AA_AS,cadanat
HEL_AA5967AA_AS,acesbam
HEL_AA5963AA_AS,erenon
HEL_AA5961AA_AS,dedatfon
HEL_AA5960AA_AS,vimez
HEL_AA5959AA_AS,dule
HEL_AA5958AA_AS,gifzabvi
HEL_AA5957AA_AS,tofde
HEL_AA5950AA_AS,rii
HEL_AA5949AA_AS,pahle
HEL_AA5947AA_AS,dala
HEL_AA5945AA_AS,arami
HEL_AA5934AA_AS,jislu
HEL_AA5933AA_AS,niliu
HEL_AA5921AA_AS,sivvucu
HEL_AA5920AA_AS,sisau
HEL_AA5917AA_AS,oitun
