No	Sample	N_SNPs	GD1_x	GD2_y	GD3_z	F_percent	E_percent	A_percent	hpgpAfrica	hpgpAfrica-distant	hpgpAfroamerica	hpgpEuroamerica	hpgpMediterranea	hpgpEurope	hpgpEurasia	hpgpAsia	hpgpAklavik86-like	Refpop	Nearest_neighbor	Separation_percent
250	HpGP-GHA-009	44787	1.033676	1.079175	-0.020665	96.25	0	3.75	0.167322	0.552235	0.199173	0.254756	0.275573	0.323061	0.397652	0.537858	0.494828	hpgpAfrica	hpgpAfroamerica	19.04
251	HpGP-GMB-003	44787	1.045568	1.098787	0.005804	100	0	0	0.190377	0.548852	0.215822	0.263732	0.286949	0.338538	0.407185	0.550709	0.502157	hpgpAfrica	hpgpAfroamerica	13.37
252	HpGP-GMB-004	44787	1.039723	1.091351	-0.002246	98.81	0	1.19	0.181906	0.553495	0.210019	0.260689	0.283677	0.334436	0.406076	0.547074	0.499514	hpgpAfrica	hpgpAfroamerica	15.45
253	HpGP-GMB-007	44787	1.048004	1.089654	-0.00588	97.23	0	2.77	0.183172	0.553011	0.210864	0.259738	0.283293	0.331645	0.402139	0.540763	0.493981	hpgpAfrica	hpgpAfroamerica	15.12
254	HpGP-GMB-008	44787	1.03815	1.093409	-0.003227	99.63	0	0.37	0.181622	0.556987	0.209574	0.261149	0.283061	0.33288	0.404417	0.548855	0.500479	hpgpAfrica	hpgpAfroamerica	15.39
255	HpGP-GMB-009	44787	1.047209	1.081454	-0.01672	95.13	0	4.87	0.175337	0.552617	0.203973	0.25582	0.278874	0.325245	0.396019	0.533284	0.491425	hpgpAfrica	hpgpAfroamerica	16.33
256	HpGP-GRE-001	44787	1.429195	1.302302	0.005533	2.71	97.29	0	0.422982	0.582934	0.328082	0.277868	0.265931	0.252284	0.322709	0.473653	0.469205	hpgpEurope	hpgpMediterranea	5.41
257	HpGP-GRE-002	44787	1.432097	1.290895	-0.002617	4.78	95.22	0	0.416579	0.575691	0.324732	0.275549	0.262032	0.249279	0.31607	0.463071	0.46448	hpgpEurope	hpgpMediterranea	5.12
258	HpGP-GRE-003	44787	1.402687	1.296821	-0.000312	7.05	92.95	0	0.40768	0.576982	0.321062	0.270439	0.256102	0.250014	0.328793	0.482517	0.473602	hpgpEurope	hpgpMediterranea	2.44
259	HpGP-GRE-004	44787	1.427257	1.295987	-0.00106	4.28	95.72	0	0.417128	0.579919	0.32641	0.27531	0.261026	0.24892	0.320493	0.469064	0.465402	hpgpEurope	hpgpMediterranea	4.86
260	HpGP-GRE-005	44787	1.401352	1.298864	0.005967	6.77	93.23	0	0.410478	0.580069	0.325682	0.27361	0.258581	0.254764	0.33418	0.486157	0.478179	hpgpEurope	hpgpMediterranea	1.5
261	HpGP-GRE-006	44787	1.441697	1.302238	7.1e-05	1.15	98.85	0	0.42583	0.577809	0.329164	0.276308	0.260801	0.247179	0.316545	0.46563	0.464444	hpgpEurope	hpgpMediterranea	5.51
262	HpGP-GRE-008	44787	1.446583	1.297019	0.004848	1.6	98.4	0	0.427862	0.58321	0.333299	0.28137	0.26811	0.253088	0.318361	0.461275	0.461105	hpgpEurope	hpgpMediterranea	5.94
263	HpGP-GRE-011	44787	1.460703	1.299106	0.001876	0	100	0	0.433197	0.581295	0.336036	0.281314	0.267233	0.249313	0.309966	0.454386	0.46051	hpgpEurope	hpgpMediterranea	7.19
264	HpGP-GRE-012	44787	1.432504	1.28654	-0.003367	5.7	94.3	0	0.41482	0.579353	0.32393	0.2737	0.263782	0.250205	0.31622	0.460042	0.457797	hpgpEurope	hpgpMediterranea	5.43
265	HpGP-GRE-018	44787	1.452638	1.289589	0.000579	2.4	97.6	0	0.425826	0.582602	0.332401	0.280267	0.269422	0.251907	0.311841	0.452506	0.453883	hpgpEurope	hpgpMediterranea	6.95
266	HpGP-GRE-019	44787	1.437749	1.289694	-0.005275	4.32	95.68	0	0.417353	0.578578	0.325138	0.272888	0.261263	0.247235	0.314524	0.458689	0.460058	hpgpEurope	hpgpMediterranea	5.67
267	HpGP-GRE-020	44787	1.418598	1.296829	0.004599	5.16	94.84	0	0.416224	0.583059	0.327156	0.278441	0.264593	0.253794	0.324921	0.475613	0.472991	hpgpEurope	hpgpMediterranea	4.26
268	HpGP-GRE-022	44787	1.420124	1.290626	-0.004943	6.32	93.68	0	0.410616	0.578638	0.321468	0.272882	0.25949	0.24772	0.320555	0.468484	0.463078	hpgpEurope	hpgpMediterranea	4.75
269	HpGP-GRE-036	44787	1.417773	1.295972	-0.001237	5.44	94.56	0	0.413164	0.577245	0.3219	0.270585	0.256248	0.24906	0.324853	0.473926	0.467158	hpgpEurope	hpgpMediterranea	2.89
270	HpGP-GRE-039	44787	1.415753	1.300134	0.001213	4.8	95.2	0	0.414891	0.581609	0.324035	0.271706	0.256085	0.24973	0.324713	0.478143	0.471061	hpgpEurope	hpgpMediterranea	2.54
271	HpGP-GRE-040	44787	1.370209	1.278163	0.003811	14.92	85.08	0	0.389146	0.582444	0.310356	0.267199	0.253098	0.2614	0.338128	0.489308	0.47997	hpgpMediterranea	hpgpEurope	3.28
272	HpGP-GRE-041	44787	1.419846	1.305067	0.002988	3.29	96.71	0	0.419131	0.583496	0.328404	0.276076	0.261665	0.249346	0.328405	0.479465	0.474487	hpgpEurope	hpgpMediterranea	4.94
273	HpGP-GRE-042	44787	1.38789	1.301919	0.002928	7.65	92.35	0	0.404845	0.578344	0.320003	0.270473	0.253799	0.251417	0.33506	0.494141	0.482827	hpgpEurope	hpgpMediterranea	0.95
274	HpGP-GRE-043	44787	1.444129	1.279452	-0.005761	5.83	94.17	0	0.415965	0.581459	0.325456	0.27751	0.26696	0.25036	0.307986	0.449102	0.452916	hpgpEurope	hpgpMediterranea	6.63
275	HpGP-GRE-044	44787	1.445	1.288297	0.003101	3.7	96.3	0	0.423256	0.57985	0.330556	0.280346	0.270243	0.254804	0.312967	0.456386	0.459435	hpgpEurope	hpgpMediterranea	6.06
276	HpGP-GRE-046	44787	1.419846	1.305067	0.002988	3.29	96.71	0	0.419131	0.583496	0.328404	0.276076	0.261665	0.249346	0.328405	0.479465	0.474487	hpgpEurope	hpgpMediterranea	4.94
277	HpGP-GTM-004	44787	1.328068	1.227551	0.008134	33.17	66.83	0	0.354873	0.574757	0.282792	0.251095	0.265805	0.284926	0.348098	0.482001	0.465213	hpgpEuroamerica	hpgpMediterranea	5.86
278	HpGP-GTM-007	44787	1.389751	1.256287	0.014246	18.34	81.66	0	0.393329	0.580608	0.308224	0.268342	0.266432	0.277863	0.334805	0.468908	0.457785	hpgpMediterranea	hpgpEuroamerica	0.72
279	HpGP-GTM-010	44787	1.13158	1.113554	-0.017828	85.65	7.14	7.2	0.221362	0.550826	0.203695	0.254172	0.274847	0.309987	0.377359	0.508458	0.477174	hpgpAfroamerica	hpgpAfrica	8.67
280	HpGP-HON-001	44787	1.315962	1.240799	0.016435	30.25	69.75	0	0.358251	0.577309	0.28871	0.245008	0.267682	0.28767	0.359168	0.498505	0.479027	hpgpEuroamerica	hpgpMediterranea	9.25
281	HpGP-HON-002	44787	1.308916	1.234127	0.012163	32.87	67.13	0	0.351128	0.573007	0.284826	0.243297	0.26653	0.286609	0.357901	0.496988	0.476551	hpgpEuroamerica	hpgpMediterranea	9.55
282	HpGP-HON-003	44787	1.165934	1.149232	-0.00758	73.08	25.95	0.97	0.252903	0.564644	0.208248	0.254873	0.27323	0.304815	0.374304	0.514842	0.483019	hpgpAfroamerica	hpgpAfrica	21.44
283	HpGP-HON-004	44787	1.155729	1.110103	-0.021094	83.03	5.33	11.65	0.228628	0.55632	0.205188	0.255636	0.276783	0.307674	0.369755	0.492962	0.467406	hpgpAfroamerica	hpgpAfrica	11.42
284	HpGP-HON-005	44787	1.318183	1.228283	0.003623	33.85	66.15	0	0.349237	0.571833	0.28111	0.24322	0.260543	0.28104	0.350019	0.486333	0.470929	hpgpEuroamerica	hpgpMediterranea	7.12
285	HpGP-HON-006	44787	1.244198	1.195272	0.002286	50.93	49.07	0	0.306121	0.567403	0.259426	0.248721	0.267237	0.294189	0.365116	0.504554	0.47867	hpgpEuroamerica	hpgpAfroamerica	4.3
286	HpGP-HON-007	44787	1.152047	1.141937	-0.007288	76.61	22.11	1.28	0.244625	0.558541	0.204167	0.256458	0.275486	0.308156	0.376967	0.517752	0.487147	hpgpAfroamerica	hpgpAfrica	19.82
287	HpGP-HON-009	44787	1.330313	1.22894	0.003226	32.52	67.48	0	0.354287	0.57352	0.280028	0.244566	0.261936	0.280086	0.346281	0.480324	0.46517	hpgpEuroamerica	hpgpMediterranea	7.1
288	HpGP-HON-010	44787	1.213794	1.170284	-0.002316	61.81	37.05	1.14	0.282493	0.562392	0.227413	0.252568	0.271249	0.300243	0.370368	0.50408	0.47739	hpgpAfroamerica	hpgpEuroamerica	11.06
289	HpGP-HON-011	44787	1.327371	1.240498	0.008409	29.27	70.73	0	0.359508	0.574512	0.285589	0.246404	0.260264	0.280457	0.350501	0.490204	0.473296	hpgpEuroamerica	hpgpMediterranea	5.62
290	HpGP-HON-012	44787	1.190505	1.141542	-0.012683	71.32	21.9	6.78	0.258012	0.556121	0.220483	0.255441	0.272242	0.302441	0.368085	0.496081	0.469904	hpgpAfroamerica	hpgpEuroamerica	15.86
291	HpGP-HON-013	44787	1.185036	1.149945	0.001016	70.26	26.33	3.41	0.264534	0.564879	0.226154	0.257918	0.276369	0.311443	0.376773	0.507716	0.477244	hpgpAfroamerica	hpgpEuroamerica	14.05
292	HpGP-HON-014	44787	1.213931	1.174231	0.00879	60.89	39.11	0	0.288589	0.566105	0.236031	0.264576	0.277854	0.308447	0.374401	0.509421	0.480105	hpgpAfroamerica	hpgpEuroamerica	12.09
293	HpGP-HON-015	44787	1.184307	1.153975	-0.011252	69.48	28.45	2.07	0.260678	0.560561	0.22086	0.252007	0.269502	0.299332	0.368566	0.507147	0.477957	hpgpAfroamerica	hpgpEuroamerica	14.1
294	HpGP-HON-016	44787	1.354598	1.236837	0.009639	27.65	72.13	0.22	0.369809	0.57906	0.298352	0.256799	0.27092	0.282034	0.344958	0.474219	0.465015	hpgpEuroamerica	hpgpMediterranea	5.5
295	HpGP-HON-017	44787	1.102098	1.111665	-0.013161	90.18	6.15	3.67	0.210505	0.565221	0.21302	0.25805	0.278689	0.315631	0.386401	0.523901	0.491561	hpgpAfrica	hpgpAfroamerica	1.19
296	HpGP-HON-018	44787	1.157096	1.14695	-0.006221	74.81	24.75	0.44	0.248994	0.563663	0.207281	0.256911	0.27561	0.307099	0.376582	0.518431	0.488036	hpgpAfroamerica	hpgpAfrica	20.12
297	HpGP-HON-019	44787	1.128304	1.131181	-0.011738	82.27	16.44	1.29	0.229072	0.557601	0.207369	0.255061	0.273361	0.308941	0.381724	0.5224	0.490283	hpgpAfroamerica	hpgpAfrica	10.47
298	HpGP-HON-020	44787	1.176347	1.151706	0.00033	71.09	27.26	1.66	0.261345	0.570161	0.225042	0.261447	0.279378	0.310468	0.379781	0.513092	0.485239	hpgpAfroamerica	hpgpAfrica	16.13
299	HpGP-HON-021	44787	1.172108	1.139949	-0.010849	74.24	21.06	4.7	0.250639	0.560249	0.21413	0.25451	0.274706	0.305177	0.37447	0.505174	0.476758	hpgpAfroamerica	hpgpAfrica	17.05
300	HpGP-HON-023	44787	1.19658	1.152138	-0.007396	68.17	27.48	4.35	0.266612	0.560822	0.220888	0.256674	0.275211	0.30298	0.370819	0.500734	0.475776	hpgpAfroamerica	hpgpEuroamerica	16.2
301	HpGP-HON-024	44787	1.359913	1.276637	0.010549	16.38	83.62	0	0.387137	0.578862	0.307439	0.266335	0.250487	0.268126	0.345817	0.495583	0.479658	hpgpMediterranea	hpgpEuroamerica	6.33
302	HpGP-HON-025	44787	1.343063	1.244928	0.001776	26.47	73.53	0	0.364849	0.570645	0.291448	0.249011	0.257631	0.272597	0.341843	0.482901	0.467247	hpgpEuroamerica	hpgpMediterranea	3.46
303	HpGP-HON-026	44787	1.350192	1.239235	0.011462	27.43	72.57	0	0.369645	0.580226	0.294004	0.254119	0.26781	0.282877	0.346814	0.478443	0.465824	hpgpEuroamerica	hpgpMediterranea	5.39
304	HpGP-HON-027	44787	1.32417	1.239486	0.002271	29.87	70.13	0	0.355292	0.573466	0.28794	0.241723	0.257188	0.275591	0.347018	0.489575	0.475456	hpgpEuroamerica	hpgpMediterranea	6.4
305	HpGP-HON-028	44787	1.337388	1.242472	0.011377	27.73	72.27	0	0.365567	0.573878	0.28348	0.248386	0.264062	0.282011	0.349179	0.487005	0.469883	hpgpEuroamerica	hpgpMediterranea	6.31
306	HpGP-IDN-001	44787	1.428838	1.20643	0.024599	23.9	56.1	20	0.395096	0.58398	0.328639	0.289081	0.300007	0.303879	0.348815	0.421562	0.452177	hpgpEuroamerica	hpgpMediterranea	3.78
307	HpGP-IDN-002	44787	1.769816	1.112762	0.020482	0	6.51	93.49	0.498312	0.586663	0.385911	0.345251	0.355395	0.324124	0.271112	0.187331	0.308686	hpgpAsia	hpgpEurasia	44.72
308	HpGP-IDN-003	44787	1.469	1.268301	0.006944	4.81	88.72	6.47	0.427247	0.581184	0.334875	0.287873	0.276601	0.264715	0.319312	0.432993	0.44857	hpgpEurope	hpgpMediterranea	4.49
309	HpGP-IDN-004	44787	1.498081	1.283154	-0.001196	0	94.21	5.79	0.441322	0.587086	0.340235	0.288896	0.281092	0.251331	0.289755	0.424581	0.438037	hpgpEurope	hpgpMediterranea	11.84
310	HpGP-IDN-005	44787	1.763838	1.113208	0.018776	0	6.79	93.21	0.495326	0.586518	0.385381	0.343421	0.3549	0.322661	0.270705	0.190232	0.308971	hpgpAsia	hpgpEurasia	42.3
311	HpGP-IDN-006	44787	1.340192	1.26933	0.009707	20.19	79.81	0	0.375999	0.577979	0.302053	0.261386	0.248117	0.270664	0.349066	0.501201	0.482719	hpgpMediterranea	hpgpEuroamerica	5.35
312	HpGP-IDN-007	44787	1.688803	1.136926	0.019919	2.71	19.47	77.82	0.473863	0.585607	0.372791	0.331507	0.340549	0.317278	0.279694	0.243704	0.349374	hpgpAsia	hpgpEurasia	14.77
313	HpGP-IDN-008	44787	1.765839	1.113865	0.019579	0	7.09	92.91	0.496721	0.589818	0.38528	0.344534	0.354688	0.323058	0.269656	0.189808	0.309605	hpgpAsia	hpgpEurasia	42.07
314	HpGP-IDN-009	44787	1.372377	1.251705	0.013571	21.52	78.48	0	0.384232	0.585076	0.305935	0.267986	0.259806	0.279479	0.343579	0.47499	0.4721	hpgpMediterranea	hpgpEuroamerica	3.15
315	HpGP-IDN-010	44787	1.641133	1.214261	0.043964	0	56.05	43.95	0.49295	0.598138	0.385049	0.341985	0.345177	0.311379	0.245344	0.321417	0.387968	hpgpEurasia	hpgpEurope	26.92
316	HpGP-IDN-011	44787	1.639294	1.20905	0.083392	0	54.19	45.81	0.506503	0.601856	0.408901	0.372256	0.378171	0.3476	0.283646	0.330057	0.397597	hpgpEurasia	hpgpAsia	16.36
317	HpGP-IND-001	44787	1.632172	1.254334	0.070857	0	70.78	29.22	0.515234	0.611179	0.405037	0.362809	0.366533	0.320385	0.215251	0.357477	0.406708	hpgpEurasia	hpgpEurope	48.84
318	HpGP-IND-002	44787	1.454078	1.268787	0.020734	6.79	88.97	4.24	0.426995	0.58659	0.341693	0.302476	0.298228	0.276976	0.302422	0.444808	0.457621	hpgpEurope	hpgpMediterranea	7.67
319	HpGP-IND-003	44787	1.506636	1.285253	0.011099	0	93.77	6.23	0.45067	0.587289	0.349425	0.298832	0.288958	0.260988	0.28826	0.424773	0.441669	hpgpEurope	hpgpEurasia	10.45
320	HpGP-IND-004	44787	1.449792	1.29548	0.023049	1.51	98.49	0	0.436102	0.590861	0.344091	0.296315	0.285298	0.269369	0.311861	0.463677	0.465849	hpgpEurope	hpgpMediterranea	5.91
321	HpGP-IND-005	44787	1.434306	1.285487	0.017268	5.71	94.29	0	0.423667	0.587916	0.336955	0.291379	0.281563	0.268466	0.318768	0.464134	0.467279	hpgpEurope	hpgpMediterranea	4.88
322	HpGP-IND-006	44787	1.414183	1.275153	0.005408	10.63	89.37	0	0.406701	0.576762	0.324842	0.284984	0.277734	0.262548	0.320021	0.465124	0.4648	hpgpEurope	hpgpMediterranea	5.78
323	HpGP-IND-007	44787	1.626577	1.267387	0.07896	0	75.41	24.59	0.521126	0.615253	0.409254	0.365561	0.3681	0.32283	0.223101	0.370431	0.41875	hpgpEurasia	hpgpEurope	44.7
324	HpGP-IND-008	44787	1.589682	1.257413	0.053339	0	75.66	24.34	0.491755	0.607765	0.385603	0.342891	0.343503	0.305333	0.230308	0.376567	0.421721	hpgpEurasia	hpgpEurope	32.58
325	HpGP-IND-009	44787	1.61771	1.262738	0.074649	0	74.76	25.24	0.513991	0.616704	0.40259	0.361875	0.365617	0.321052	0.22506	0.371061	0.415286	hpgpEurasia	hpgpEurope	42.65
326	HpGP-IND-010	44787	1.599912	1.258919	0.061011	0	75.18	24.82	0.499665	0.608112	0.391902	0.349343	0.351044	0.311138	0.226278	0.374265	0.412524	hpgpEurasia	hpgpEurope	37.5
327	HpGP-IRN-001	44787	1.473104	1.280822	-0.006803	1.51	95.32	3.17	0.427914	0.584249	0.332875	0.279762	0.26675	0.248071	0.298967	0.434605	0.443449	hpgpEurope	hpgpMediterranea	7.53
328	HpGP-IRN-002	44787	1.429673	1.297229	8.4e-05	3.71	96.29	0	0.41905	0.581944	0.327769	0.27551	0.260242	0.249387	0.319501	0.468869	0.466042	hpgpEurope	hpgpMediterranea	4.35
329	HpGP-IRN-003	44787	1.430237	1.293102	-0.002664	4.53	95.47	0	0.416617	0.578315	0.325464	0.27376	0.258788	0.248489	0.318409	0.465347	0.464752	hpgpEurope	hpgpMediterranea	4.14
330	HpGP-IRN-009	44787	1.447675	1.29659	-0.001359	1.55	98.45	0	0.425593	0.580908	0.331204	0.27896	0.265113	0.247817	0.310786	0.458749	0.459708	hpgpEurope	hpgpMediterranea	6.98
331	HpGP-ISL-001	44787	1.640294	1.276833	0.002542	0	77.05	22.95	0.498774	0.58756	0.371977	0.313175	0.305694	0.252555	0.219169	0.348026	0.386038	hpgpEurasia	hpgpEurope	15.23
332	HpGP-ISL-002	44787	1.642267	1.271321	-0.003317	0	75.23	24.77	0.495124	0.588237	0.370115	0.30937	0.30229	0.249417	0.215589	0.342089	0.379364	hpgpEurasia	hpgpEurope	15.69
333	HpGP-ISL-003	44787	1.633238	1.27367	0.001127	0	76.74	23.26	0.494127	0.586405	0.369667	0.312139	0.304552	0.252696	0.219662	0.349401	0.385707	hpgpEurasia	hpgpEurope	15.04
334	HpGP-ISL-004	44787	1.635638	1.272594	0.006149	0	76.2	23.8	0.496779	0.585732	0.371637	0.31591	0.30949	0.25738	0.220123	0.348888	0.382799	hpgpEurasia	hpgpEurope	16.93
335	HpGP-ISL-005	44787	1.63481	1.267234	-0.003555	0	74.63	25.37	0.490453	0.580675	0.367142	0.30968	0.302651	0.25093	0.21794	0.343442	0.378005	hpgpEurasia	hpgpEurope	15.14
336	HpGP-ISL-006	44787	1.644725	1.272406	0.000995	0	75.34	24.66	0.498309	0.595509	0.372317	0.31387	0.306081	0.252693	0.217789	0.342647	0.381545	hpgpEurasia	hpgpEurope	16.03
337	HpGP-ISL-007	44787	1.643882	1.278241	0.008573	0	77.15	22.85	0.503252	0.59114	0.37477	0.316549	0.31013	0.257173	0.221153	0.348662	0.386898	hpgpEurasia	hpgpEurope	16.29
338	HpGP-ISL-008	44787	1.64033	1.275771	0.00584	0	76.73	23.27	0.499754	0.592502	0.373318	0.316069	0.30918	0.255808	0.219392	0.348274	0.383804	hpgpEurasia	hpgpEurope	16.6
339	HpGP-ISL-009	44787	1.640527	1.27321	0.001564	0	75.95	24.05	0.497122	0.585804	0.371446	0.312239	0.305523	0.253021	0.217985	0.345463	0.381842	hpgpEurasia	hpgpEurope	16.07
340	HpGP-ISL-010	44787	1.641981	1.279532	0.004108	0	77.7	22.3	0.501113	0.589397	0.372787	0.313747	0.306348	0.252879	0.219261	0.349198	0.38321	hpgpEurasia	hpgpEurope	15.33
341	HpGP-ISL-011	44787	1.645092	1.271044	0.00342	0	74.89	25.11	0.498953	0.590348	0.372176	0.311783	0.308142	0.255287	0.219062	0.342304	0.375064	hpgpEurasia	hpgpEurope	16.54
342	HpGP-ISR-001	44787	1.365456	1.291871	-0.003308	12.27	87.73	0	0.389356	0.57303	0.310616	0.264522	0.249521	0.250352	0.339256	0.498045	0.482287	hpgpMediterranea	hpgpEurope	0.33
343	HpGP-ISR-002	44787	1.379369	1.290039	-0.007376	11.17	88.83	0	0.3927	0.57245	0.310906	0.261824	0.247203	0.247062	0.334026	0.488611	0.478636	hpgpEurope	hpgpMediterranea	0.06
344	HpGP-ISR-003	44787	1.367338	1.286778	0.005436	13.21	86.79	0	0.391838	0.578382	0.313028	0.269111	0.251041	0.259753	0.343521	0.496411	0.485298	hpgpMediterranea	hpgpEurope	3.47
345	HpGP-ISR-004	44787	1.373417	1.294663	0.000588	10.8	89.2	0	0.395259	0.578435	0.314634	0.267844	0.251633	0.252475	0.340782	0.496656	0.482754	hpgpMediterranea	hpgpEurope	0.33
346	HpGP-ISR-005	44787	1.34609	1.280621	0.005845	16.85	83.15	0	0.381016	0.574038	0.306551	0.263872	0.244751	0.263005	0.345976	0.503855	0.48601	hpgpMediterranea	hpgpEurope	7.46
347	HpGP-ISR-006	44787	1.450539	1.292994	-0.003022	1.94	98.06	0	0.424746	0.577999	0.329672	0.276334	0.262889	0.247599	0.311859	0.45465	0.452602	hpgpEurope	hpgpMediterranea	6.18
348	HpGP-ISR-007	44787	1.388744	1.297853	3e-05	8.42	91.58	0	0.402493	0.578863	0.316476	0.267234	0.250719	0.250359	0.338962	0.490465	0.482551	hpgpEurope	hpgpMediterranea	0.14
349	HpGP-ISR-008	44787	1.346692	1.269154	-0.00103	19.58	80.42	0	0.374173	0.574046	0.301875	0.261658	0.243761	0.2612	0.342777	0.494779	0.479021	hpgpMediterranea	hpgpEurope	7.15
350	HpGP-ISR-009	44787	1.339255	1.2766	0.004648	18.5	81.5	0	0.37623	0.57666	0.303571	0.262568	0.244677	0.263642	0.349425	0.504661	0.487755	hpgpMediterranea	hpgpEuroamerica	7.31
351	HpGP-ISR-010	44787	1.378716	1.297053	0.000274	9.7	90.3	0	0.398187	0.577584	0.31555	0.267156	0.251808	0.251168	0.338763	0.495255	0.483226	hpgpEurope	hpgpMediterranea	0.25
352	HpGP-ITA-001	44787	1.436581	1.284925	-0.009431	5.54	94.46	0	0.413393	0.573946	0.32234	0.270988	0.25816	0.245401	0.314522	0.455295	0.457047	hpgpEurope	hpgpMediterranea	5.2
353	HpGP-ITA-002	44787	1.422311	1.28646	-0.007964	6.98	93.02	0	0.408721	0.576165	0.319192	0.269427	0.254616	0.24655	0.319049	0.464022	0.462515	hpgpEurope	hpgpMediterranea	3.27
354	HpGP-ITA-003	44787	1.379894	1.281474	0.007439	13.08	86.92	0	0.395838	0.582026	0.315933	0.273578	0.256254	0.263049	0.338257	0.487263	0.481994	hpgpMediterranea	hpgpEurope	2.65
355	HpGP-ITA-004	44787	1.420432	1.291011	-0.0049	6.2	93.8	0	0.410903	0.584516	0.321462	0.27202	0.260526	0.247608	0.317828	0.468567	0.466353	hpgpEurope	hpgpMediterranea	5.22
356	HpGP-ITA-005	44787	1.365744	1.291443	0.009872	12.33	87.67	0	0.394744	0.582222	0.3143	0.271625	0.253136	0.261953	0.342703	0.501252	0.485574	hpgpMediterranea	hpgpEurope	3.48
357	HpGP-ITA-006	44787	1.420347	1.295471	0.002835	5.24	94.76	0	0.41571	0.576648	0.326515	0.277189	0.262921	0.252704	0.325437	0.473407	0.470674	hpgpEurope	hpgpMediterranea	4.04
358	HpGP-ITA-007	44787	1.421271	1.298137	0.002524	4.55	95.45	0	0.41695	0.58529	0.326216	0.276562	0.264563	0.251431	0.322464	0.474442	0.467844	hpgpEurope	hpgpMediterranea	5.22
359	HpGP-ITA-008	44787	1.447616	1.279248	-0.010374	5.42	94.49	0.1	0.415417	0.580687	0.32315	0.274528	0.264797	0.246319	0.303836	0.445906	0.450763	hpgpEurope	hpgpMediterranea	7.5
360	HpGP-ITA-009	44787	1.423345	1.285712	0.001883	7.03	92.97	0	0.412923	0.584355	0.322875	0.276864	0.267673	0.255349	0.322172	0.465737	0.462609	hpgpEurope	hpgpMediterranea	4.83
361	HpGP-ITA-010	44787	1.439255	1.301066	0.009949	1.7	98.3	0	0.428463	0.588747	0.334779	0.284813	0.273398	0.256265	0.324477	0.468903	0.473058	hpgpEurope	hpgpMediterranea	6.69
362	HpGP-ITA-011	44787	1.374377	1.277204	-0.003071	14.7	85.3	0	0.387663	0.569137	0.309701	0.265651	0.246457	0.255643	0.33285	0.484683	0.479575	hpgpMediterranea	hpgpEurope	3.73
363	HpGP-ITA-012	44787	1.4314	1.290721	0.001009	4.9	95.1	0	0.417722	0.58031	0.327049	0.278135	0.267838	0.252515	0.318051	0.464323	0.464161	hpgpEurope	hpgpMediterranea	6.07
364	HpGP-ITA-013	44787	1.428184	1.295499	0.003804	4.27	95.73	0	0.41933	0.582314	0.328769	0.278308	0.263616	0.253296	0.323535	0.469624	0.468593	hpgpEurope	hpgpMediterranea	4.07
365	HpGP-ITA-014	44787	1.416077	1.294101	0.004072	6.05	93.95	0	0.413962	0.584642	0.328538	0.277982	0.268194	0.254409	0.329092	0.47514	0.474143	hpgpEurope	hpgpMediterranea	5.42
366	HpGP-ITA-015	44787	1.441855	1.293021	0.001074	3.07	96.93	0	0.422886	0.583329	0.330248	0.280219	0.269444	0.251412	0.316018	0.460295	0.460148	hpgpEurope	hpgpMediterranea	7.17
367	HpGP-ITA-016	44787	1.425057	1.28723	-0.001903	6.47	93.53	0	0.412628	0.585363	0.324071	0.277555	0.268083	0.251452	0.320627	0.464721	0.464197	hpgpEurope	hpgpMediterranea	6.61
368	HpGP-ITA-017	44787	1.430475	1.283403	-0.006047	6.67	93.33	0	0.41172	0.577249	0.32076	0.273599	0.263353	0.249084	0.313795	0.458478	0.457667	hpgpEurope	hpgpMediterranea	5.73
369	HpGP-ITA-018	44787	1.414759	1.293303	0.006319	6.38	93.62	0	0.414051	0.579616	0.325559	0.277036	0.266874	0.256693	0.32853	0.475962	0.470476	hpgpEurope	hpgpMediterranea	3.97
370	HpGP-ITA-019	44787	1.448313	1.283724	-0.002754	4.29	95.71	0	0.420503	0.580723	0.326544	0.277201	0.269046	0.251285	0.311962	0.450319	0.452633	hpgpEurope	hpgpMediterranea	7.07
371	HpGP-ITA-020	44787	1.438925	1.300473	0.011115	1.86	98.14	0	0.428588	0.590001	0.335635	0.285779	0.274697	0.257505	0.325363	0.469039	0.47377	hpgpEurope	hpgpMediterranea	6.68
372	HpGP-ITA-022	44787	1.474229	1.287784	0.002083	0	98.83	1.17	0.43462	0.584224	0.337743	0.286445	0.275556	0.253215	0.306263	0.440633	0.451011	hpgpEurope	hpgpMediterranea	8.82
373	HpGP-ITA-023	44787	1.43522	1.29145	0.002813	4.26	95.74	0	0.420301	0.582366	0.330867	0.281222	0.27028	0.2537	0.322923	0.463272	0.463493	hpgpEurope	hpgpMediterranea	6.54
374	HpGP-ITA-024	44787	1.445469	1.292345	0.003785	2.75	97.25	0	0.425232	0.585513	0.332821	0.283237	0.274251	0.253906	0.315378	0.458758	0.459692	hpgpEurope	hpgpMediterranea	8.01
375	HpGP-ITA-025	44787	1.424567	1.29763	-0.001366	4.26	95.74	0	0.41651	0.580694	0.32404	0.273567	0.258197	0.248136	0.323259	0.471361	0.467156	hpgpEurope	hpgpMediterranea	4.05
